NewsID,popularity_score
N4642,0.8460503271161882
N3589,0.4720543072303941
N45442,0.45478121635928737
N61549,0.37459687514713347
N52723,0.6491656953500288
N40109,0.758321336139088
N52149,0.286476074985893
N34580,0.4212935959035012
N6578,0.6757202253562596
N51954,0.5679104819496008
N53848,0.5092615236156842
N23877,0.7673840470233352
N30518,0.6826185305958917
N38215,0.7335307956696556
N13930,0.7879965962412386
N43502,0.7702583589394526
N57957,0.6522556038557115
N45159,0.192279229755327
N42457,0.7835065971576917
N4404,0.6121589653394224
N42515,0.6399503050441926
N14478,0.6853471601938604
N16096,0.7255454318958935
N41172,0.6359389516435047
N50675,0.8015592653635593
N30998,0.7008657809392513
N17106,0.4247567312126871
N28403,0.44365972188817765
N47652,0.7296048190994222
N17195,0.45997637410038444
N51287,0.6697240664835833
N28091,0.3637284947593403
N25295,0.5501787732307089
N41222,0.5679104819496008
N16920,0.6822235887399027
N10121,0.5092615236156842
N8015,0.669284029880634
N46821,0.512580342656904
N16844,0.6605998017813752
N7670,0.4673686163706814
N10480,0.1312509933019802
N61233,0.800828560928902
N55940,0.5689359801142997
N41578,0.6063300140554638
N64482,0.5375913732193147
N21036,0.4987132232656663
N32589,0.44934983550091867
N53084,0.6347676696869062
N25624,0.5501787732307089
N60550,0.6810308686574729
N6916,0.45478121635928737
N25949,0.5719606936373893
N62395,0.5525445892054813
N64459,0.37459687514713347
N45428,0.5920716804757116
N13907,0.7669955269975555
N36261,0.6281119344621444
N46029,0.5886580253091411
N24176,0.754925873420038
N59267,0.6255966878204392
N3415,0.4649550029147202
N52867,0.7008657809392513
N36221,0.5920716804757116
N37437,0.6009854256474342
N18314,0.3384834390434738
N51896,0.33124062744010946
N33981,0.745989387256025
N38869,0.5415087668804862
N39683,0.43139565036273086
N32641,0.6624812548802189
N614,0.3384834390434738
N31556,0.5092615236156842
N37332,0.34531214346398775
N56211,0.7660186629888864
N41220,0.689884533464521
N1019,0.5719606936373893
N3957,0.4281223003240151
N7850,0.40634037991733457
N18708,0.7881596949732417
N45422,0.4673686163706814
N35233,0.6382476187041823
N24509,0.5440507734736163
N20576,0.655267607149241
N9623,0.608549331173575
N43837,0.3152876583173875
N33261,0.5806008288028989
N15855,0.695678143880706
N46258,0.5092615236156842
N11162,0.33124062744010946
N34520,0.5895206269095251
N16148,0.6586882441585882
N23184,0.6537710973608613
N3841,0.7096710871936711
N50302,0.49497948806132047
N33576,0.6128679870206787
N20043,0.5058478684491137
N7821,0.8403969376604977
N29822,0.47875530474122
N61822,0.5173918574383441
N57005,0.6601247721192035
N9579,0.16562031372005473
N18103,0.5058478684491137
N54291,0.2750893866153544
N33964,0.6891401709154912
N57385,0.48714259366920387
N38309,0.5604744055923557
N9284,0.5903770449327418
N62128,0.7260947193124104
N24532,0.3384834390434738
N7128,0.7071290806005409
N51587,0.3937529799059406
N39537,0.286476074985893
N38662,0.4649550029147202
N3031,0.5362565012020506
N46992,0.5709609405008339
N10541,0.3384834390434738
N59385,0.5796710980201916
N51006,0.5477651597747477
N33212,0.7160973887352975
N59390,0.7038735711954188
N10413,0.40229016822954616
N30920,0.49497948806132047
N54300,0.5189535764432531
N16209,0.6329889300907361
N45704,0.5307626687988009
N22339,0.6572342326700473
N21,0.35177154371828934
N2439,0.1312509933019802
N10812,0.634177694153939
N35051,0.384558459510654
N38998,0.5860322096612676
N36232,0.3578995434753817
N18378,0.5465398177240252
N52122,0.8387007983975215
N60716,0.192279229755327
N23028,0.4376849868123195
N41122,0.6249595140293668
N30290,0.5912273674023647
N41612,0.585143954248752
N45317,0.44934983550091867
N10960,0.7345562938343545
N3663,0.6786091005444909
N25546,0.5525445892054813
N37214,0.1312509933019802
N6342,0.5465398177240252
N33291,0.2625019866039604
N45266,0.6601247721192035
N51285,0.5389114949676994
N21479,0.5092615236156842
N39765,0.5978204775784434
N926,0.5220170725677666
N64009,0.4720543072303941
N65151,0.3384834390434738
N12551,0.2625019866039604
N20915,0.5903770449327418
N166,0.5389114949676994
N4905,0.2484304705800821
N7245,0.2625019866039604
N27737,0.6370988617510939
N15292,0.2324775014573601
N23008,0.384558459510654
N35172,0.6255966878204392
N32567,0.5668761049024605
N25064,0.5962059962167005
N36786,0.4809079720374423
N29952,0.4574070320071609
N12377,0.5204951436723468
N7456,0.2324775014573601
N61588,0.34531214346398775
N35170,0.7704475431478488
N24865,0.37459687514713347
N36436,0.5787340751568744
N33123,0.4247567312126871
N45554,0.4281223003240151
N6857,0.4968609411601642
N46526,0.630575316634775
N62212,0.44934983550091867
N45076,0.5250039732079208
N61214,0.532159992360946
N62762,0.4987132232656663
N4913,0.6438313359588842
N4985,0.602537003333833
N28188,0.5699527505292312
N31947,0.7332730397926772
N20041,0.587789150187468
N54960,0.08281015686002736
N36414,0.1312509933019802
N11087,0.41405078430013686
N1228,0.5886580253091411
N6890,0.6591690086006787
N30188,0.529348808479395
N14780,0.6670592020356768
N63154,0.6765527709040973
N36681,0.5109324571840426
N27349,0.40634037991733457
N31314,0.16562031372005473
N8191,0.5427865309604119
N13051,0.41405078430013686
N7618,0.6928164549032275
N7104,0.29687130702203496
N50107,0.43139565036273086
N32144,0.5402171888671883
N4975,0.2750893866153544
N48046,0.5842490451756495
N5075,0.5109324571840426
N159,0.192279229755327
N594,0.1312509933019802
N6772,0.4376849868123195
N16272,0.34531214346398775
N36638,0.512580342656904
N8539,0.08281015686002736
N21321,0.1312509933019802
N24821,0.2324775014573601
N7319,0.7662146758345582
N1034,0.8079419594819114
N34600,0.4968609411601642
N27638,0.410257773578506
N27245,0.3980978151774148
N33501,0.7130803141906072
N56818,0.1312509933019802
N17069,0.469734432345454
N60231,0.192279229755327
N29107,0.4407097003354091
N2869,0.45478121635928737
N12191,0.08281015686002736
N2,0.5173918574383441
N43500,0.3892441503703667
N22257,0.587789150187468
N64734,0.6427352750358661
N60992,0.7224783607043448
N29964,0.45997637410038444
N35937,0.6210634143353915
N50595,0.2484304705800821
N41178,0.7139934636244669
N8687,0.5158094528126341
N55949,0.6777908110260054
N63646,0.48714259366920387
N24686,0.585143954248752
N103,0.44934983550091867
N41934,0.7503176513640583
N14436,0.6891401709154912
N33297,0.410257773578506
N49491,0.5501787732307089
N45017,0.2625019866039604
N24607,0.41405078430013686
N20134,0.5189535764432531
N18685,0.192279229755327
N732,0.618393586971184
N52535,0.43139565036273086
N37394,0.5994134318798754
N41606,0.2324775014573601
N54315,0.3692862318459204
N51607,0.30643399351033934
N35294,0.3578995434753817
N50007,0.3578995434753817
N60445,0.4177270682878732
N12523,0.6399503050441926
N16166,0.5375913732193147
N7795,0.41405078430013686
N27845,0.7157990869507634
N36660,0.5571401481841651
N43789,0.5465398177240252
N57754,0.6547708504974167
N42634,0.7236027906765639
N42670,0.6382476187041823
N35393,0.5220170725677666
N38263,0.5041037527635286
N47098,0.7848546487256395
N34869,0.6190666580620781
N47235,0.33124062744010946
N8922,0.2324775014573601
N18613,0.607814130067948
N48920,0.5220170725677666
N21701,0.5560077245146673
N24301,0.4673686163706814
N1940,0.6033053005323743
N33872,0.3892441503703667
N12608,0.5709609405008339
N33755,0.5787340751568744
N49487,0.5307626687988009
N43519,0.6582055372286287
N6929,0.4376849868123195
N40839,0.8563367485913855
N55867,0.3937529799059406
N44698,0.6329889300907361
N1421,0.43139565036273086
N1555,0.4465386516193677
N52409,0.5465398177240252
N58051,0.4720543072303941
N41757,0.5604744055923557
N5889,0.45478121635928737
N8012,0.3384834390434738
N36624,0.5525445892054813
N57939,0.2324775014573601
N17072,0.49112528921920373
N53615,0.5023337973887245
N28413,0.5402171888671883
N60105,0.6891401709154912
N62386,0.602537003333833
N64513,0.6299642165676466
N29739,0.607814130067948
N36226,0.7306644251818556
N17140,0.45478121635928737
N57402,0.6459937443617723
N1319,0.43458170057831674
N45660,0.5699527505292312
N11793,0.4281223003240151
N58499,0.5335411615315263
N20036,0.3637284947593403
N37801,0.1312509933019802
N58660,0.6359389516435047
N35700,0.2750893866153544
N15462,0.4247567312126871
N154,0.6459937443617723
N15761,0.49306793043853336
N9139,0.5250039732079208
N8595,0.4407097003354091
N2021,0.21406115016200755
N55712,0.3152876583173875
N25138,0.5777896449213479
N42346,0.585143954248752
N12589,0.6170359609680142
N4754,0.5571401481841651
N53054,0.5220170725677666
N26607,0.4281223003240151
N33831,0.5860322096612676
N50415,0.6410720954706024
N7701,0.08281015686002736
N53318,0.605580984626118
N28047,0.5647800896910604
N48759,0.7542783390291957
N53470,0.6572342326700473
N58553,0.5173918574383441
N58075,0.43458170057831674
N2702,0.3235302230573072
N13684,0.2625019866039604
N59252,0.576837689265981
N23085,0.49112528921920373
N22417,0.7130803141906072
N50138,0.5041037527635286
N26271,0.21406115016200755
N3580,0.3152876583173875
N47245,0.4520963887059477
N48015,0.4465386516193677
N36707,0.35177154371828934
N36086,0.48714259366920387
N35847,0.5092615236156842
N32015,0.49497948806132047
N55059,0.21406115016200755
N36703,0.4649550029147202
N63958,0.48510032508957346
N24423,0.6347676696869062
N24017,0.3384834390434738
N46564,0.2324775014573601
N25764,0.6416290652562456
N10116,0.4624916207420897
N56051,0.6802290548918336
N17252,0.49306793043853336
N48875,0.43139565036273086
N29218,0.4624916207420897
N44818,0.44365972188817765
N41354,0.5109324571840426
N43595,0.5689359801142997
N20069,0.3796814638820623
N15948,0.2625019866039604
N15315,0.6236748801180578
N17586,0.5525445892054813
N43102,0.6857319263964449
N17081,0.3152876583173875
N5048,0.5109324571840426
N12995,0.4520963887059477
N9187,0.192279229755327
N3449,0.3937529799059406
N50014,0.45478121635928737
N54729,0.08281015686002736
N27560,0.6586882441585882
N51975,0.48510032508957346
N28767,0.48714259366920387
N33828,0.6405125169176644
N47572,0.6135728256588282
N41658,0.384558459510654
N62933,0.3692862318459204
N38201,0.384558459510654
N45550,0.47875530474122
N47006,0.5465398177240252
N48473,0.5637181288974695
N4912,0.5477651597747477
N35293,0.4376849868123195
N12325,0.4649550029147202
N21428,0.48510032508957346
N50389,0.5489780615898534
N37019,0.5477651597747477
N42961,0.6204015300793422
N14713,0.286476074985893
N39461,0.4649550029147202
N59852,0.7221955918086995
N48063,0.6017637333032805
N60272,0.7090406382233281
N3167,0.48510032508957346
N62049,0.585143954248752
N32387,0.5075668880727146
N36933,0.47875530474122
N10616,0.384558459510654
N10272,0.5668761049024605
N63656,0.5920716804757116
N61404,0.5571401481841651
N59088,0.5023337973887245
N38797,0.3892441503703667
N13131,0.3892441503703667
N13981,0.5699527505292312
N18887,0.585143954248752
N26706,0.7693079179471007
N7754,0.48302253702026954
N13011,0.4376849868123195
N36184,0.4212935959035012
N23002,0.33124062744010946
N45523,0.8281015686002737
N6651,0.384558459510654
N39115,0.7466833086801183
N38315,0.4574070320071609
N5516,0.43139565036273086
N5370,0.6236748801180578
N29801,0.48714259366920387
N57327,0.604068688450126
N4936,0.663873151820091
N50575,0.410257773578506
N14520,0.4649550029147202
N44786,0.41405078430013686
N44314,0.192279229755327
N40300,0.5668761049024605
N52694,0.41405078430013686
N349,0.45997637410038444
N23547,0.6135728256588282
N16342,0.5235198571954365
N46751,0.5749107151901578
N43386,0.5075668880727146
N42076,0.410257773578506
N62318,0.7353196817521062
N1857,0.3152876583173875
N45551,0.6009854256474342
N496,0.6100062980432002
N15269,0.565832693880297
N5695,0.4212935959035012
N56598,0.5689359801142997
N37204,0.669284029880634
N1129,0.16562031372005473
N51220,0.29687130702203496
N52773,0.49497948806132047
N36621,0.5250039732079208
N62992,0.4376849868123195
N64117,0.286476074985893
N44742,0.3152876583173875
N42922,0.4987132232656663
N7809,0.6830121711583989
N34239,0.08281015686002736
N4247,0.585143954248752
N44563,0.34531214346398775
N10602,0.35177154371828934
N47717,0.5415087668804862
N65202,0.3937529799059406
N61320,0.5041037527635286
N40065,0.3235302230573072
N1914,0.6170359609680142
N19017,0.3235302230573072
N37108,0.35177154371828934
N39663,0.3937529799059406
N646,0.4891505367773619
N39760,0.08281015686002736
N58549,0.45478121635928737
N50469,0.5787340751568744
N453,0.6329889300907361
N29341,0.6262304813633007
N6099,0.565832693880297
N32791,0.6382476187041823
N60872,0.5912273674023647
N43638,0.286476074985893
N8509,0.7155000384776297
N41285,0.49497948806132047
N21297,0.5142058072227583
N35389,0.6577208720501851
N8559,0.5453017776021171
N30667,0.16562031372005473
N14523,0.604827229427794
N12769,0.2324775014573601
N36659,0.6359389516435047
N13579,0.6582055372286287
N17231,0.49497948806132047
N35047,0.655267607149241
N23760,0.47875530474122
N51049,0.21406115016200755
N29854,0.48714259366920387
N28327,0.3796814638820623
N37185,0.3384834390434738
N37781,0.5058478684491137
N31448,0.6329889300907361
N47151,0.4407097003354091
N34579,0.4465386516193677
N52622,0.7553556213749253
N41140,0.286476074985893
N39531,0.4673686163706814
N39637,0.30643399351033934
N54811,0.16562031372005473
N61623,0.6142735303222498
N34998,0.5604744055923557
N59622,0.08281015686002736
N64851,0.6701624882696796
N15217,0.08281015686002736
N22407,0.5235198571954365
N6458,0.47432999132413783
N27879,0.2324775014573601
N1951,0.48302253702026954
N9944,0.3235302230573072
N64174,0.7266414928189115
N4485,0.49306793043853336
N17115,0.5235198571954365
N4663,0.5415087668804862
N2622,0.3637284947593403
N43670,0.4376849868123195
N38695,0.607814130067948
N64138,0.41405078430013686
N8084,0.587789150187468
N9773,0.192279229755327
N7927,0.4649550029147202
N12537,0.4281223003240151
N36424,0.4520963887059477
N350,0.6121589653394224
N25165,0.6156627297265845
N14592,0.7671899449454848
N54868,0.29687130702203496
N46878,0.5250039732079208
N47942,0.47432999132413783
N26376,0.6121589653394224
N60727,0.192279229755327
N849,0.40229016822954616
N55631,0.5362565012020506
N23093,0.1312509933019802
N61787,0.5571401481841651
N43083,0.6512344882152749
N28837,0.30643399351033934
N48919,0.08281015686002736
N43492,0.585143954248752
N64542,0.5699527505292312
N6379,0.5415087668804862
N7328,0.6268609303336438
N19735,0.3980978151774148
N36181,0.286476074985893
N37673,0.47875530474122
N47229,0.5978204775784434
N39331,0.30643399351033934
N18978,0.4649550029147202
N17130,0.49306793043853336
N30870,0.41405078430013686
N47578,0.6063300140554638
N57132,0.5604744055923557
N63786,0.5402171888671883
N25722,0.5362565012020506
N54666,0.5389114949676994
N51133,0.3152876583173875
N14474,0.1312509933019802
N13580,0.5058478684491137
N63583,0.565832693880297
N7800,0.3152876583173875
N63449,0.2324775014573601
N36850,0.5465398177240252
N4999,0.2324775014573601
N48613,0.4465386516193677
N11768,0.532159992360946
N53431,0.3980978151774148
N36683,0.2750893866153544
N61760,0.4720543072303941
N51275,0.4407097003354091
N38337,0.3384834390434738
N22353,0.3892441503703667
N1180,0.5362565012020506
N33630,0.5719606936373893
N34540,0.08281015686002736
N61032,0.5204951436723468
N16328,0.585143954248752
N59138,0.4465386516193677
N23081,0.5962059962167005
N60449,0.30643399351033934
N51187,0.5647800896910604
N60961,0.21406115016200755
N51478,0.49112528921920373
N48064,0.48302253702026954
N16314,0.3980978151774148
N6816,0.4212935959035012
N5550,0.21406115016200755
N31050,0.49306793043853336
N43373,0.3637284947593403
N61740,0.5903770449327418
N45340,0.1312509933019802
N10754,0.49112528921920373
N50791,0.48302253702026954
N29735,0.5189535764432531
N55322,0.3937529799059406
N22975,0.5560077245146673
N35272,0.4465386516193677
N9720,0.6092800356082324
N27497,0.3892441503703667
N59887,0.5092615236156842
N50060,0.6329889300907361
N11363,0.5758780872985608
N54274,0.5335411615315263
N39471,0.5758780872985608
N13005,0.4212935959035012
N1495,0.192279229755327
N33590,0.29687130702203496
N55606,0.5560077245146673
N41698,0.4212935959035012
N14674,0.3578995434753817
N35850,0.2625019866039604
N52193,0.29687130702203496
N54988,0.5349065455659752
N65088,0.3578995434753817
N61408,0.6577208720501851
N24207,0.5335411615315263
N56300,0.286476074985893
N56227,0.646528285757497
N35273,0.5427865309604119
N57426,0.634177694153939
N21147,0.3235302230573072
N1531,0.33124062744010946
N26811,0.30643399351033934
N58264,0.5920716804757116
N36516,0.3578995434753817
N13369,0.5415087668804862
N61185,0.6652490188802681
N33677,0.6643335369857211
N50314,0.529348808479395
N31289,0.5023337973887245
N64305,0.576837689265981
N45375,0.5349065455659752
N3491,0.610728172158726
N53245,0.44934983550091867
N42336,0.2324775014573601
N16616,0.192279229755327
N18423,0.4809079720374423
N6693,0.5548644640904214
N35062,0.3937529799059406
N64152,0.5937426140440699
N60895,0.2750893866153544
N31027,0.35177154371828934
N38783,0.572952149971786
N37199,0.4673686163706814
N12379,0.384558459510654
N48657,0.6988176770211268
N48578,0.5453017776021171
N19043,0.3384834390434738
N17389,0.4247567312126871
N59977,0.40229016822954616
N16380,0.40634037991733457
N4861,0.43458170057831674
N21915,0.47656313676596795
N43309,0.604827229427794
N21342,0.5953904995169313
N17482,0.4177270682878732
N9215,0.47875530474122
N19904,0.192279229755327
N22933,0.08281015686002736
N19848,0.192279229755327
N23864,0.45997637410038444
N33005,0.47432999132413783
N35671,0.49306793043853336
N6066,0.585143954248752
N10642,0.3578995434753817
N55555,0.5189535764432531
N49879,0.410257773578506
N45734,0.5173918574383441
N13974,0.4407097003354091
N26227,0.5824388620202408
N34048,0.6092800356082324
N32031,0.4177270682878732
N26673,0.5679104819496008
N30645,0.08281015686002736
N34956,0.48302253702026954
N13423,0.5824388620202408
N555,0.3692862318459204
N55723,0.37459687514713347
N50587,0.08281015686002736
N38496,0.286476074985893
N44528,0.3692862318459204
N45561,0.5058478684491137
N2516,0.3384834390434738
N48326,0.2324775014573601
N57226,0.4376849868123195
N9475,0.5571401481841651
N14726,0.6577208720501851
N9349,0.5749107151901578
N15719,0.5593732936259953
N45816,0.08281015686002736
N37793,0.3937529799059406
N40171,0.49306793043853336
N56243,0.6009854256474342
N48487,0.6405125169176644
N38788,0.3235302230573072
N41113,0.34531214346398775
N33,0.5235198571954365
N20486,0.4574070320071609
N57535,0.3796814638820623
N13056,0.29687130702203496
N13604,0.384558459510654
N26331,0.5615654616012474
N51346,0.5375913732193147
N59436,0.3892441503703667
N26286,0.5777896449213479
N58301,0.4649550029147202
N18606,0.16562031372005473
N11513,0.2324775014573601
N29840,0.4212935959035012
N33632,0.6177167024260024
N28788,0.4407097003354091
N39369,0.30643399351033934
N25471,0.5440507734736163
N8555,0.2625019866039604
N37905,0.44365972188817765
N39268,0.08281015686002736
N61811,0.5220170725677666
N2350,0.37459687514713347
N20811,0.5719606936373893
N53886,0.512580342656904
N57359,0.33124062744010946
N3128,0.6033053005323743
N46724,0.1312509933019802
N44679,0.3892441503703667
N60932,0.5307626687988009
N43432,0.5604744055923557
N47149,0.4968609411601642
N9047,0.5525445892054813
N5509,0.08281015686002736
N42028,0.605580984626118
N41090,0.08281015686002736
N23548,0.5920716804757116
N57081,0.5833473820079279
N3418,0.3235302230573072
N44540,0.4376849868123195
N61463,0.5525445892054813
N60456,0.3578995434753817
N37250,0.40229016822954616
N8855,0.49112528921920373
N26702,0.192279229755327
N50329,0.532159992360946
N31395,0.4809079720374423
N58572,0.48510032508957346
N25049,0.3796814638820623
N30814,0.4574070320071609
N22230,0.469734432345454
N42264,0.2750893866153544
N12168,0.5389114949676994
N35305,0.5513675372939116
N48077,0.6299642165676466
N17117,0.5912273674023647
N20356,0.2750893866153544
N36837,0.43139565036273086
N34930,0.43139565036273086
N24504,0.3152876583173875
N34668,0.4987132232656663
N49194,0.49306793043853336
N20676,0.5970159640827856
N56711,0.5895206269095251
N16120,0.4407097003354091
N64095,0.5978204775784434
N10840,0.48510032508957346
N6150,0.40634037991733457
N32759,0.3692862318459204
N8656,0.29687130702203496
N28918,0.4624916207420897
N36351,0.4968609411601642
N45016,0.5560077245146673
N52805,0.2324775014573601
N11681,0.44365972188817765
N41443,0.2324775014573601
N40530,0.34531214346398775
N42266,0.3892441503703667
N61145,0.5758780872985608
N63341,0.2324775014573601
N51773,0.33124062744010946
N35486,0.4465386516193677
N57604,0.5204951436723468
N47748,0.6438313359588842
N29679,0.286476074985893
N61586,0.1312509933019802
N20841,0.08281015686002736
N42754,0.192279229755327
N33159,0.3980978151774148
N20015,0.33124062744010946
N63759,0.29687130702203496
N5980,0.5501787732307089
N9009,0.5075668880727146
N1012,0.21406115016200755
N28046,0.5525445892054813
N42753,0.2324775014573601
N58003,0.5415087668804862
N63992,0.1312509933019802
N7462,0.4465386516193677
N8349,0.384558459510654
N28578,0.4465386516193677
N15477,0.2625019866039604
N36003,0.5415087668804862
N40539,0.3892441503703667
N43460,0.4891505367773619
N57651,0.5719606936373893
N54287,0.4247567312126871
N20824,0.5250039732079208
N37377,0.5582619386105749
N30151,0.2625019866039604
N43908,0.3384834390434738
N38138,0.576837689265981
N63465,0.2324775014573601
N10386,0.44934983550091867
N44324,0.5142058072227583
N22061,0.4809079720374423
N58183,0.3980978151774148
N5091,0.34531214346398775
N32846,0.4673686163706814
N39547,0.16562031372005473
N43202,0.4281223003240151
N5791,0.4407097003354091
N34400,0.469734432345454
N58848,0.49306793043853336
N24111,0.610728172158726
N57319,0.3384834390434738
N5957,0.5787340751568744
N53899,0.45478121635928737
N14056,0.3578995434753817
N29121,0.2324775014573601
N39342,0.6522556038557115
N4815,0.4212935959035012
N53343,0.4212935959035012
N36612,0.5335411615315263
N6658,0.5389114949676994
N9457,0.4574070320071609
N62838,0.3384834390434738
N22549,0.4177270682878732
N24109,0.6542720196990696
N5930,0.33124062744010946
N23134,0.37459687514713347
N18059,0.3235302230573072
N247,0.3152876583173875
N64397,0.3980978151774148
N59685,0.6009854256474342
N31679,0.4891505367773619
N9997,0.33124062744010946
N30373,0.08281015686002736
N60858,0.47432999132413783
N13105,0.3578995434753817
N32373,0.1312509933019802
N25867,0.5220170725677666
N15090,0.08281015686002736
N28405,0.2324775014573601
N16323,0.286476074985893
N45616,0.4247567312126871
N26721,0.5058478684491137
N27525,0.3578995434753817
N57219,0.08281015686002736
N3474,0.3637284947593403
N8061,0.5739354460792311
N61027,0.6092800356082324
N49956,0.5041037527635286
N38053,0.29687130702203496
N1556,0.08281015686002736
N10929,0.08281015686002736
N6975,0.6399503050441926
N3040,0.08281015686002736
N47576,0.43139565036273086
N52289,0.2484304705800821
N4819,0.2625019866039604
N40003,0.35177154371828934
N30473,0.40229016822954616
N17759,0.410257773578506
N3312,0.2484304705800821
N9340,0.410257773578506
N11738,0.21406115016200755
N5364,0.5041037527635286
N32519,0.4673686163706814
N26795,0.5109324571840426
N23481,0.08281015686002736
N59272,0.6410720954706024
N4598,0.3980978151774148
N31147,0.4247567312126871
N26130,0.48714259366920387
N1477,0.192279229755327
N23513,0.37459687514713347
N26537,0.3796814638820623
N62208,0.384558459510654
N45032,0.2625019866039604
